Node,X,Y
0,99.7185,93.2557
1,12.8124,99.9041
2,23.6089,39.6581
3,38.7911,66.9746
4,93.5539,84.6311
5,31.3274,52.4548
6,44.3453,22.9577
7,53.4414,91.3962
8,45.7205,43.0699
9,93.9128,77.8389
10,71.5971,80.2758
11,9.28008,51.8153
12,86.502,82.9147
13,82.9603,27.305
14,5.92432,67.0528
15,59.3066,67.1654
16,41.1788,19.7551
17,28.963,14.212
18,78.3314,41.2539
19,3.41713,62.403
20,66.0636,29.8495
21,44.6135,22.2125
22,7.33642,46.9239
23,9.61723,90.337
24,11.949,52.4799
25,8.3623,91.6861
26,91.0448,29.893
27,58.4389,56.5912
28,61.3938,95.6536
29,26.0979,23.1015
30,53.3448,94.9938
31,49.306,54.0601
32,76.5485,4.53457
33,13.9966,79.2404
34,2.98014,88.3125
35,54.0788,44.798
36,89.2136,37.7584
37,53.8425,65.2299
38,36.1261,57.1009
39,63.7836,12.6315
40,69.0205,64.7749
41,35.3939,76.3233
42,35.6532,75.2788
43,88.1342,1.16692
44,49.8109,7.3792
45,78.6951,6.40673
46,35.531,94.1837
47,37.9803,76.292
48,77.1595,30.1361
49,77.2739,15.293
50,57.8634,0.9008
51,70.9043,47.0641
52,76.4593,46.7393
53,26.9001,83.1693
54,55.1325,7.00815
55,47.2475,74.2765
56,19.1956,46.4312
57,23.0363,50.8248
58,20.8568,4.93042
59,51.8862,17.2278
60,39.6313,10.7365
61,50.981,10.2135
62,28.8718,23.1758
63,96.7668,27.8319
64,23.3623,9.15564
65,57.0067,41.7927
66,36.7843,81.2995
67,28.976,71.7392
68,61.2948,42.691
69,75.1873,42.7813
70,42.8382,36.1904
71,15.3338,93.719
72,91.641,78.1958
73,61.6329,3.59994
74,65.4324,12.977
75,29.4359,36.0815
76,27.4645,7.3969
77,15.2137,16.1619
78,93.8712,37.1134
79,5.00181,74.0956
80,29.868,20.4358
81,98.1757,89.3021
82,75.9349,65.1121
83,3.96835,81.3876
84,76.2573,45.5282
85,53.1826,10.9336
86,14.6033,50.8789
87,21.565,91.6444
88,46.2153,13.2267
89,76.4242,21.2734
90,7.42584,9.54192
91,16.2206,35.6464
92,9.53078,14.3263
93,93.1013,57.6584
94,83.9645,62.3292
95,32.4518,72.8012
96,52.2737,73.6811
97,16.5406,68.7058
98,42.6811,72.8557
99,75.6335,39.7611
100,50,50
